CountryID,Country Name,Currency,Average Exchange Rate,Year Exchanged,Indicator Name,Amount,USD,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1996,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1997,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1997,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1997,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1997,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1997,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1997,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1998,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1998,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1998,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1998,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1998,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1998,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1999,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1999,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1999,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1999,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1999,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,1999,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2000,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2000,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2000,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2000,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2000,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2000,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2001,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2001,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2001,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2001,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2001,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2001,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2002,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2002,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2002,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2002,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2002,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2002,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2003,Exports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2003,Imports of goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2003,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2003,Manufacturing (ISIC D),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nigeria,Naira,,2003,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
